label,sentence
11,• Научные статьи
1,Контакты:
14,e.burnaev@skoltech.ru или телеграм @Evgeny_Burnaev
0,Привет всем!
3,Компания: Sber EAPTEKA
4,Вакансия: BigData Engineer
10,"Локация: Москва м.Кутузовская, можно удаленка / гибридный график"
12,Вилка: 250k-320k net + премия (2-3 оклада)
3,О компании:
11,"СБЕР ЕАПТЕКА – сервис для покупки лекарств и товаров для здоровья, работающий с 2000 года."
4,"Сегодня более 9 млн ежемесячно совершают покупки в СБЕР ЕАПТЕКЕ, что делает нас одним из мы в числе лидеров рынка по количеству заказов и качеству сервиса."
0,Куда вакансия?
9,Блок ИТ → Управление данными → BigData Team
9,Чем занимается команда?
9,"В связи с развитием направления BigData в компании и процесса миграции data-flow в SberCloud для решения задач анализа данных и машинного обучения, создаем новую команду."
9,"Приоритетной задачей команды BigData является создание пайплайна по стриминг и батч загрузки cырых данных из учетных систем (сайта и приложения) с последующим разделением на слои данных, создание базового слоя витрин данных, DQ мониторинг всего слоя данных и настройка gitlab ci/cd."
11,Требования:
11,- хорошо писать код на Python
11,- уметь Spark (Pyspark) + Spark Streaming (Kafka)
11,- знать hadoop-стек
11,"- знать git, linux"
11,- SQL
11,- airflow
0,Вопросы и резюме можно в личку - @gotsulyaak
11,🍴220–270+ к нэт + годовые ~х2-4
7,🧑‍💻Системный аналитик на интеграции
6,📍Удалёнка/Кутузовская/комби
9,"❗️Беру себе в команду, в которой предстоит прорабатывать:"
9,- Межсервисные взаимодействия
9,- Разработку API-ручек и внутреннюю логику платформы
4,- Интеграции back-2-back и связанные Front-back фичи
4,И много коммуницировать со смежными командами.
11,🔺Требования:
11,• Релевантный опыт с интеграциями от 2х лет
11,"• REST, json, Postman"
9,• Навык составления маппингов и чтения схем
11,• Умение разбираться в API и составлять соотв.
9,документацию
11,Будет плюсом:
11,"• Sequence (UML), понимание gRPC, опыт с микросервисами и Kafka"
11,🔺О проекте:
4,"Делаем коммуникационную платформу со своим API, позволяющую другим сервисам как внутри компании, так и вне пользоваться месседжингом."
11,"СберДевайсы сейчас очень модные в банке, поэтому будут интеграции с их передовыми системами распознавания речи и намерений, умными устройствами и навыками, с виртуальными ассистентами и даже внешние интеграции."
11,🔺Плюсы:
11,"• Никакого legacy, даже в доках, релиз ещё в бэте"
11,"• Проактивные дизайнеры, для которых не надо готовить макеты"
1,• Много взаимодействия со смежниками — заведёте кучу полезных в будущем контактов
11,"• Макпро 20-го, жирная ДМСка и прочие корп."
11,плюхи
4,"• Сыгранная нетоксичная команда, которая целиком пришла из дочки"
4,"🔺Контакты: Меня зовут Никита Харичкин, я лид аналитики, спикер, преподаватель в онлайн-школе и победитель хакатона."
14,Писать в тг @avtolicsipu либо сразу CV на почту nekharichkin@yandex.ru.
0,Всем привет!
5,"Я Анна, founder & CEO американского стартапа incymo.ai."
5,"Привлекла инвестиции, есть первые клиенты – геймдев студии."
11,Задача Incymo.ai: Интегрировать в мобильные игры искусственный интеллект и сделать опыт игроков ещё лучше за счёт персонализации внутриигрового контента.
11,Актуальность:
15,Рынок игр за 2021 год больше чем все остальные интертейнмент рынки вместе взятые.
15,А умная персонализация там в самом зародыше.
11,"Команда сильная, два синьор DS, СТО был лидом разработки в Тинькофф, потом в британском Амазоне, у СЕО опыт в продукте, в трекерстве (в частности в МФТИ на ФизтехСтарт) и венчуре в целом."
11,"Планы выйти на IPO, есть понимание и ресурсы."
17,"Ищем сильного питониста, который поможет создать качественный масштабируемый продукт, чтобы быстро захватывать рынок."
9,Примеры задач:
11,1.
11,Разработка с нуля асинхронного API на FastAPI
11,2.
11,"Выбор технологий и разработка инфраструктурного слоя - ORM, мониторинг/логирование, докеризация"
11,3.
11,Юнит - тестирование и интеграция его в CI/CD pipeline
12,Вилка $2k-4k
9,Ищем джуниор DS для работы с данными.
9,Готовы обучать :)
12,Вилка $500-1.5k (возможно парттайм)
1,"Если потенциально интересно, пишите нашему СОО Александру @alexander_bobkov."
11,"Если почему-то стесняетесь, то мне :)"
0,Всем привет.
9,"Ищем в нашу лабу AI Supercomputing в Сколтехе сотрудника по широкой теме ""Ускорение машинного и глубокого обучения на современных вычислительных архитектурах"""
7,Research Intern/Engineer/Junior Scientist in HPC for ML/DL
11,Responsibilities:
9,· Work on prospective research directions: Machine Learning / Deep Learning / Big Data optimization for modern compute architectures / Development of distributed deep learning packages.
5,· Work on joint projects with industrial partners
5,· Optimize and accelerate current algorithms in ML/DL for better performance Develop distributed CPU/GPU software.
7,· Help with data acquisition and preprocessing.
9,· Help to develop machine learning libraries.
5,· Help to develop educational courses on Distributed ML/DL and Big Data Prepare papers for scientific conferences and journals.
11,Minimum qualifications:
5,* MS degree in Computer Science/ Applied Mathematics / Physics
11,"* experience in Machine Learning, * some experience in GPU programming"
11,* Experience with Python and C/C++
11,"* Experience with parallel programming (one of following: openmp, mpi, openacc)."
11,Preferred qualifications:
7,* PhD degree in computer science / applied mathematics or related technical field
11,* Experience with deep learning frameworks: pytorch (experience with distributed versions of pytorch or Horovod are welcome) or similar.
11,"* Experience with CUDA programming (cuBlas, cudnn, thrust)."
5,* Experience in using ML/DL in natural sciences is a plus.
11,* experience writing scientific publications
12,Вилка: 110-250 (depending on qualification)
11,Можно начинающим выпускникам.
0,Если есть вопросы - пишите мне в личку
11,"Фронтенд (React.js, Typescript), c опытом от 2-лет"
13,"Формат: Частичная занятость (от 20-30) часов в неделю, удалённо."
17,Зарплата:  80-120к net
5,Специфика стартапа - надо отрисовывать много графиков и таблиц
1,Контакт: писать в лс
3,Название компании: Газпромбанк
7,Должность: Data Scientist (Junior/Middle)
10,"Адрес: Москва, Добрынинская, БЦ «Оазис»"
6,Формат работы: полная или частичная удаленка до окончания пандемии
13,Занятость: полная
12,Зарплатная вилка: 100-200 net
4,Описание вакансии:
4,В команду моделирования кредитных рисков ЮЛ нужен специалист на направление анализа графа ЮЛ.
17,"Направление появилось недавно, и есть возможность поучаствовать в создании и запуске первой версии модели на графе."
9,Чем предстоит заниматься:
9,Полный цикл разработки моделей:
9,"–  постановка задачи, погружение в предметную область;"
9,"–  поиск и очистка данных, постановка задач дата-иженерам;"
9,–  выбор оптимального метода моделирования;
9,–  разработка скриптов для построения выборок и модели;
9,–  верификация модели;
9,–  подготовка отчета о разработке и презентация результатов;
9,–  участие во внедрении;
9,–  мониторинг и сопровождение модели;
9,–  активное взаимодействие с заказчиками.
11,Требуемые навыки:
11,–  Высшее образование в области математики / вычислительных наук / экономики / финансов / физики
11,–  Глубокие знания математической статистики и методов анализа данных;
11,–  От 1 года опыта в области промышленного применения методов DS;
11,"–  Уверенное владение SQL, Python, Git."
11,–  Знание методов анализа графовых данных и специализированных библиотек;
11,"–  Существенное преимущество: знание PySpark, графовой базы ArangoDB;"
11,"–  Преимущество: понимание принципов работы коммерческого банка и консолидации активов, знание основ банковского учета, опыт работы с транзакционными данными ЮЛ;"
11,–  Английский: чтение профессиональной литературы;
17,Мы предлагаем:
4,–  Карьерный путь в одном из крупнейших банков Восточной Европы;
17,–  Социальный пакет (мед.
5,"страховка с первого дня, скидки на фитнес, стимулирующие выплаты);"
17,"–  Корпоративное обучение, курсы и тренинги;"
6,–  Современный офис БЦ «Оазис».
1,Контакты: vera.s.shishkina@gazprombank.ru
7,Должность: бэкенд разработчик
10,"Город и адрес офиса: Москва, Метро Павелецкая"
6,"Формат работы: офис, смешанный или удаленка"
13,Занятость: полная
12,"Зарплатная вилка: от 130 до 160, плюс годовая премия от 3 окладов, дополнительная выплата к отпуску"
11,Соц.
17,пакет: оплачиваемая ДМС после 3 месяцев работы
9,Задачи:
11," 1."
9,"Разработка приложений, в т.ч."
9,с клиент-серверной архитектурой.
11," 2."
9,Разработка MVP приложений для оценки жизнеспособности гипотез (разработка прототипов программных решений).
11," 3."
9,Документирование разрабатываемых программных продуктов.
11," 4."
9,Участие в проектировании и планировании реализации проектов с командой разработки
11,Требования:
11," 1."
11,Опыт разработки на С++ или (и) Python 3 от 1.5 лет.
11," 2."
11,"Понимание принципов работы реляционных БД (PostgreSQL, MS SQL, MySQL);"
11," 3."
9,Знание классических структур данных и алгоритмов.
11," 4."
11,Умение работать с архитектурой программного обеспечения и его составляющих
3,"Название компании: ФГУП ""ГРЧЦ"", научно-технический центр"
11,https://rdc.grfc.ru/
1,Контакты: @ka_zudov
0,Всем привет!
0,"Ищу сотрудника для проекта, связанного с использованием глубинного обучения для нефтянки."
6,В проекте мы исследуем selfs-supevised подходы для временных рядов бурения.
4,Заказчик - исследовательская лаборатория одной из крупнейших нефтегазовых компаний в мире.
19,"Подаем статьи в Q1-журналы и A*-конференции, и их принимают."
9,Решаем интересные задачи на стыке науки и индустрии.
11,Сейчас над проектом уже работает группа квалифицированных исследований в этой области под моим руководством https://faculty.skoltech.ru/people/alexeizaitsev.
11,Работать нужно будет в Сколтехе.
6,Офис красив.
4,Команда великолепна.
6,"От Физтеха - ехать два часа, два раза в неделю."
11,Можно чаще.
12,"Зарплата рыночная по результатам собеседования, примерные вилки (до вычета налогов):"
7,junior research engineer: 80-130
7,research engineer: 100-200
7,senior research engineer (а вдруг): 130-230
11,От Вас потребуются:
11,• владение python
11,• опыт машинного обучения от одного года
11,• знание английского
11,Желательны:
11,• опыт работы с DL в pytorch
11,• опыт разработки ПО
11,• владение математической статистикой
11,• научные публикации
1,Пишите и рекомендуйте.
1,Контакты для связи:
14,a.zaytsev@skoltech.ru или телеграм @likzet
0,Привет всем!
3,Компания: Sber EAPTEKA
4,Вакансия: BigData Engineer
10,"Локация: Москва м.Кутузовская, можно удаленка / гибридный график"
12,Вилка: 250k-320k net + премия (2-3 оклада)
3,О компании:
11,"СБЕР ЕАПТЕКА – сервис для покупки лекарств и товаров для здоровья, работающий с 2000 года."
4,"Сегодня более 9 млн ежемесячно совершают покупки в СБЕР ЕАПТЕКЕ, что делает нас одним из мы в числе лидеров рынка по количеству заказов и качеству сервиса."
0,Куда вакансия?
9,Блок ИТ → Управление данными → BigData Team
9,Чем занимается команда?
9,"В связи с развитием направления BigData в компании и процесса миграции data-flow в SberCloud для решения задач анализа данных и машинного обучения, создаем новую команду."
9,"Приоритетной задачей команды BigData является создание пайплайна по стриминг и батч загрузки cырых данных из учетных систем (сайта и приложения) с последующим разделением на слои данных, создание базового слоя витрин данных, DQ мониторинг всего слоя данных и настройка gitlab ci/cd."
11,Требования:
11,- хорошо писать код на Python
11,- уметь Spark (Pyspark) + Spark Streaming (Kafka)
11,- знать hadoop-стек
11,"- знать git, linux"
11,- SQL
11,- airflow
0,Вопросы и резюме можно в личку - @gotsulyaak
0,Всем привет!
0,"Мои товарищи - выпускники Физтеха, работающие в Сколтехе, предлагают пару интересных вакансий в области ML для нефтянки (автоматическая адаптация и сбивка моделей пласта друг на друга с помощью технологий ИИ)."
5,"В проекте предполагается и научная и промышленная составляющие, планируются публикации в Q1-журналах и на A*-конференциях."
9,"Вы будете работать в одной из лучших групп по AI в России под руководством Евгения Бурнаева https://faculty.skoltech.ru/people/evgenyburnaev, в светлом просторном офисе Сколтеха с чаем/кофе."
17,Предусмотрен полис ДМС.
12,"До Сколтеха легко добраться на прямой электричке из МФТИ, хотя дорога и займет чуть больше часа."
6,"График работы свободный, процент дней в офисе обсуждается."
12,"Зарплата рыночная по результатам собеседования, примерные вилки (до вычета налогов):"
7,junior research engineer: 80-130
7,research engineer: 100-170
7,senior research engineer: 130-230
11,От Вас потребуются:
11,• опыт работы с типовым нефтяным софтом и бенчмарками месторождений
11,• владение python
11,• некоторое знание английского
11,Желательны:
11,• опыт работы с ML в pytorch
11,• опыт разработки ПО
11,• владение мат.
11,аппаратом статистики
11,• опыт работы с неопреленностями в нефтяных моделях
11,• научные публикации
1,"Просьба репостить и рекомендовать друзьям, контакты для связи:"
14," e.burnaev@skoltech.ru или телеграм @Evgeny_Burnaev"
0,Привет !
9,"Нужен мобильный разработчик, который напишет на java модуль , принимающий данные с умного устройства (MiBend / что то еще - обсуждаемо)"
0,ТО есть нужно просто принимать логи в реальном времени.
9,"ВАЖНО: нужно трекать когда часы сняты и когда пульс реально 0 (в логах), также необходимо проветси тестировку когда все сделано (потери связи с часами нет, данные проходят и логируются как надо)"
9,Далее этот модуль будет интегрирован в уже готовое приложение (это не ваша задача)
12,Вилка : до 30 к
7,Приглашаем на стажировку студентов на должность “Бизнес-аналитика”.
3,Компания: THOR AVAS
6,Формат работы: полностью удаленный
3,Стартап компания THOR AVAS – один из лидеров рынка по акустическим системам безопасности для электротранспорта.
3,"Компания производит уникальные IoT-устройства для электротранспорта, которые воспроизводят динамически изменяющийся звук при движении элетктротранспорта."
16,"Технология используется для электроавтомобилей, электросамокатов, электромопедов и других электрических видов транспорта."
11,THOR AVAS призвана помочь бесшумному электротранспорту стать более безопасным и акустически комфортным.
16,"Технология уже применяется в электрокаре Кама-1, электробусах Камаза и проводит испытания в Сколково и Европе."
5,"Компания проходит сейчас акселерацию в авторитетном европейском стартап акселераторе BuildIt в Латвии, а, также является членом множества Европейских ассоциаций и рабочих групп ООН по регулированию электротранспорта в Евросоюзе."
15,Стажировка будет состоять из интересных интеллектуальных бизнес задач:
9,-Анализ мирового рынка электротранспорта
5,"-Исследование новых сегментов рынка продукта: электро-шеринги, производители и сервисные компании с парком электротранспорта"
9,-Анализ и поиск грантов Евросоюза
9,-Участие в подаче заявок на международные гранты и акселераторы
9,-Организация англоязычных вебинаров с мировыми экспертами по электротранспорту
9,-Автоматизация процессов с помощью современных сервисов
11,-Подготовка презентаций
0,Кого ищем:
15,"-Замотивированного студента или специалиста, желающего попробовать себя в инновационном стартапе и стать экспертом на рынке электротранспорта"
11,"-Желательно, владение английским языком на уровне не ниже B2"
9,"-Готовность быстро и самостоятельно разобраться в новых сервисах (Asana, Airtable, Miro) для совместного ведения проектов"
17,Условия стажировки:
6,"-Гибкий рабочий график, ориентированный на результат"
13,-Занятость не более 15 часов в неделю
17,-Полностью удаленная стажировка
12,"-Фикс оплата 20,000 тыс руб на руки + бонусы до 6 мес."
17,окладов
17,-Стажировка на полгода с возможностью дальнейшего трудоустройства
17,"-Возможность работы с профессионалами из BMW, Daimler, Arrival"
1,Резюме и мотивационное письмо присылать на info@thor-avas.com
0,Всем привет!
7,Ищу Руководителя направления аналитики данных
3,Компания: Альфа Банк 🅰
10,"Локация: Москва, м. Технопарк"
12,Вилка гросс: 300 - 390k + ежеквартальный бонус ~ 15% (от дохода за квартал)
9,"В рамках новой стратегии Альфа Банка мы создаем единую систему управления клиентским опытом, внедряем новые методы анализа данных для всех бизнес линий."
9,"Один из ключевых принципов Альфы, закрепленном в системе координат банка, является принцип, который гласит: «Везде, где можно получить обратную связь от клиентов, мы стремимся ее получить."
17,Цифровые технологии обеспечили эту возможность».
4,"Такой технологией в Альфе является VOC платформа - собственная (in-house) высокотехнологичная разработка, которая позволяем нам запрашивать оценки клиентов в режиме реального времени по итогу взаимодействия клиента с сотрудником в любом канале, или пользования продуктом банка."
9,"Мы накопили огромный массив данных, поэтому вам предстоит:"
11," систематизировать обратную связь клиентов в единую On-line витрину отчетности по клиентскому опыту"
17," анализировать сегменты клиентов, их поведение и предлагать более эффективные подходы для улучшения клиентского опыта"
5,внедрить data driven подход к оценке изменений продуктов/процессов обслуживания клиентов
9,формировать управленческую отчетность и принимать участие в дискуссиях по трансформации процессов на уровне ТОП менеджеров банка
7,внедрить инструменты продвинутой аналитики и новых аналитических подходов
11,управлять командой и прокачивать менеджерский навыки
11,Ожидаем:
11,опыт управления командой
11,опыт решения задач продуктовой аналитики;
11,"технологический стек SQL, Tableau/Power BI/ QlikView"
11,практический опыт применения  статистики и математики для решения прикладных задач
11,опыт использования think cell для упаковки презентаций
11,Будет плюсом
11,опыт работы в fintech компаниях
4,проактивный подход и развитые soft-skills
17,Помимо ежемесячной оплаты труда вас ждет:
9,"постоянное развитие: регулярный внутренний и внешний обмен знаний, митапы, тренинги, конференции;"
17,"ДМС + стоматология, страхование жизни и выезжающих за рубеж;"
17,Льготная процентная ставка по ипотеке.
14,Ваши резюме прошу направлять на почту akabanets@alfabank.ru с темой письма “Руководителя команды аналитики данных“.
7,Junior / Middle / Senior BackEnd Developer
5,Logos Black - финтех стартап ориентированный на BI отображение денежных и материальных потоков компании простым языком.
15,"Мы стремимся сделать бизнес понятным и прозрачным, чтобы собственникам, инвесторам и топ-менеджменту не приходилось сомневаться в полученных данных и в правильной интерпретации сложных финансовых терминов."
4,В нашей небольшой команде мы ждем людей способных самостоятельно двигаться к поставленным вехам без излишнего контроля со стороны команды.
4,Это является ключевым фактором приема человека в команду.
3,Компания: Logos Black
16,Стек технологий:
11,"Python 3.6+, Flask, Kubernetes, Neo4j"
9,Задачи:
9,- Разработка и написание юнит и интеграционных тестов для REST API сервера.
9,- Участие в планировании и дизайне архитектуры решения.
9,- Участие в разработке DevOps пайплайна для своего кода.
9,- Разработка и написание тестов для интеграции со сторонними сервисами.
11,Требуемые навыки:
11,"- Знание Python Flask, SQL, Cypher (желательно, но можно освоить в процессе)."
11,- Умение работать с системой контроля версий GIT.
11,Будет плюсом:
11,- Опыт интеграции сторонних Web-сервисов с помощью REST API.
11,- Опыт работы с инструментарием CI/CD.
11,- Опыт разработки приложений для работы в контейнеризованной среде (в идеале с использованием Kubernetes).
11,- Опыт написания юнит тестов (в частности с использованием pytest).
11,- Понимание принципов работы асинхронного кода.
11,- Опыт работы со Swagger.
6,Формат работы: полностью удаленный
13,Занятость: частичная или полная
17,Оплата:
12,- Junior - 50 - 150 тыс руб в месяц
7,- Middle - 120 - 250 тыс руб в месяц
12,- Senior - 160 - 350 тыс руб в месяц
13,"Вилка широкая, так как занятость может быть как частичная, так и полная"
17,"Предлагаем опционную программу, поэтому вилка оплаты может быть пересмотрена в зависимости от того, на каких условиях договоримся."
1,Контакты: @ilyasgm
10,"Город и адрес офиса: Москва, метро 1905 года"
6,Формат работы: офис
13,Занятость: полная
12,Зарплатная вилка: от 250 000 до 350 000 net
0,Описание вакансии: В Третье Мнение ищем Python Teaam Lead-а в направление обработки медицинских изображений (computer vision)
11,"Стэк: Python, Redis, Kafka Apache/RabbitMQ, Celery, Django/Flask, FastAPI, aiohttp, Sanic, PostgreSQL"
11,"Необходимо: python 3+ года, опыт руководства командой"
9,Обязанности:
9," - разрабатывать микросервисы связанные с обработкой медицинских изображених вокруг собственных ML, AI-решений;"
9,- продумывать архитектуру cоздаваемых сервисов;
9,- руководить командой разработки;
11,- автоматизировать процесс разработĸи и тестирования сервисов;
9,- писать unit-тесты;
9," - разворачивать сервисы на внутренней инфраструктуре и на стороне заказчиков;"
17,"Еще: у нас удобные кресла, классные рабочие ноуты, вкусняшки в офисе (орешки, фрукты, молотый кофе и хлебцы - всегда, а иногда кое-что покруче 🍩🍰🍕- придёшь, сам(а) увидишь))."
5,И главное - гарантированное ощущение огромной пользы людям и врачам в частности!
3,Название компании: Платформа «Третье Мнение»
1,Контакты: @annakovac
16,Fullstack engineer (Node.js/React.js)
3,Компания: Insightarc Inc. (US)
13,"Формат: Полная занятость, удалённо"
17,Зарплата: $3000-4300
5,"Кто мы: B2B SaaS, помогающий маркетинговым агентствам сократить цикл продаж в десятки раз через автоматизированную customer journey аналитику."
4,"Мы вошли в акселератор Alchemist на 2022 год (Top Worldwide,в одной лиге с Y Combinator или 500 Startups)."
9,Стоит задача сделать из MVP сладкую конфету на рынке.
5,"Мы понимаем, что продукт создают лучшие специалисты, поэтому выделяем опционный пул для первых сотрудников."
4,Описание работы:
9,- Использовать новые технологии для решения болей целевого сегмента.
17,Никакой работы в стол.
9,- Разрабатывать микросервисную архитектуру highload приложения
4,- Разрабатывать личный кабинет пользователя
11,Как мы видим успешного кандидата:
11,- 3 года опыта разработки Node.js/React.js
11,"- Хорошее понимание баз данных, таких как PostgreSQL, ClickHouse"
11,- Понимание цикла разработки Agile/Scrum
16,- Работа с графами (d3.js) как жирный +
1,Мой контакт @insightarc
7,System Analyst
6,Формат: remote
13,Занятость: full time
12,Вилка: $1.5k - $3k
3,"Компания: Placid Money, https://www.placid.money"
1,"Контакты: hi@placid.money, @amacenov"
4,Описание: Placid Money is reinventing $1T US credit card market to make it more fair and friendly.
9,We're looking for a system analyst to be in charge of the system design process.
11,Details
0,Всем привет!
2,Ищем Python разработчика в стартап в игровой индустрии
12,Вилка 60-100 на руки
17,Есть возможность кратного роста ЗП уже через месяц.
9,Сейчас мы проходим этап запуска продукта в массы.
15,Поэтому многое зависит от вас :)
6,"Формат: full-time, офис неформальной обстановки на Баррикадной"
4,О команде:
4,"Наша команда состоит из десятка разработчиков разных сфер: android, dev-ops, аналитики, стратеги и тд - преимущественно выпускники топовых университетов."
4,Сейчас нам требуется усиление в области разработки алгоритмов.
4,У нас есть большая кодовая база без legacy.
11,Вы будете работать в паре с грамотным наставником.
9,Также у вас будет возможность принимать ключевое участие в развитии крупного бизнеса.
17,Хотите вы это использовать или нет - решать вам.
11,Cтэк:
11,- Python 3
11,- Redis
11,- Docker
11,Требования:
11,- Опыт промышленной разработки на Python от одного года
15,"- Быть на связи в нерабочее время, реагировать на срочные запросы (например, исправить что-то)"
11,Будет плюсом:
11,- Знание покера и C++
11,Из плюх:
15,- кототерапия в офисе в любое время
11,- креативные пятничные вечера
1,Контакт: @mmolch
7,Должность: Программист Unreal Engine
10,Город и адрес офиса: Москва
6,Формат работы: удаленная
13,"Занятость: частичная, проектная (по договоренности)"
12,Зарплатная вилка: от 50 000 руб.
11,до 170 000 руб.
4,"Описание вакансии: Ищем Программиста Unreal Engine, который будет работать над энтерпрайз-проектом на базе UE."
11,Требуемые навыки:
11,1.
11,"Высокий уровень знания C++ и блюпринтов (API движка), сетевого стека (фиче-девелопмент)."
11,2.
9,Оптимизация производительности проекта в рантайме: избавление от ГПУ- и ЦПУ-боттлнеков (ускорение проекта).
11,3.
17,"Оптимизация рендеринг-пайплайна, в т. ч. Pixel Streamingендеринга на удалённых серверах, и оффлайн-рендеринга через Seqencer (чтобы картинка была качественной, но при этом всё работало быстро)."
11,4.
11,"Автоматизация сборки, упаковки, тестирования, версионности проекта (git, желательно знать plastic scm и perforce), а также CI / CD (слежение за соблюдением стайгайдов кода, поддержка работы распределённой команды, обеспечение безопасности и надежности проекта)."
11,5.
9,"Развертывание в облаке (развёртывание в AWS, автоматизация поднятия инстансов для новых клиентов)."
11,Будет преимуществом:
11,1.
11,Опыт работы с Datasmith.
11,2.
11,Скриптования редактора.
3,Название компании: Sensemaking Lab
1,Контакты: @muirhanna
7,Системный/бизнес аналитик
7,Уровень: middle+ / senior
12,ЗП: 200 000 - 300 000 ₽ gross (обсуждаемо)
10,Удаленно или в офисе (Москва)
13,Полная занятость
11,✔️ О нас:
4,ADV Project Ltd — команда экспертов и международная финтех-компания.
9,"Мы создаем удобные финансовые сервисы, а также инвестируем в готовые продукты и команды."
4,Нашей миссией является упрощение доступа к финансовым услугам для всех жителей планеты.
5,"Если вам интересна финансовая сфера, вы хотите приносить пользу и создавать крутые продукты, улучшающие жизнь миллионов людей, постоянно развиваетесь и обладаете необходимыми навыками, то мы будем рады видеть вас в своих рядах."
7,"Сейчас мы ищем системного/бизнес аналитика, кто подключится к проекту, изучит и задокументирует текущую реализацию."
9,После чего сможет проектировать новые решения вместе с архитектором и владельцем продукта.
9,✔️ Вам предстоит:
9,• Изучить и задокументировать текущую реализацию на проекте
11,• Построить процесс управления требованиями и распространить его на остальные проекты в компании
9,"• Собирать, анализировать и формализовывать требования от внутренних заказчиков, проектировать технические решения"
9,"• Взаимодействовать со всеми участниками продуктовой команды, помогать им с вопросами о текущей работе системы"
11,"✔️ Мы ожидаем, что вы:"
11,"• Уверенно владеете методами системного и бизнес анализа, знаете и различаете нотации, UML, и умеете применять их, когда надо и в нужном месте"
11,• Знаете основные принципы и шаблоны проектирования веб- и мобильных приложений
11,• Можете разобраться в документации к API
9,• Понимаете основы гибкой методологии разработки
4,"• Любознательны, обладаете развитым системным мышлением, умеете действовать самостоятельно, можете аргументированно объяснить свою точку зрения"
17,• Сможете организовать удаленную работу
11,✔️ Будет преимуществом:
11,• Есть опыт написания проектной документации с нуля
11,• Есть опыт работы с младшими аналитиками и выстраивания рабочих процессов в команде
17,✔️ Мы предлагаем:
4,• Возможность реализовать себя внутри команды таких же экспертов и дорасти вместе с компанией до крупного бизнеса
